Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45
2016-07-11,8074,7618,142181,8798,4984,1352486,48940,52411,88368,94326,95101,40457,97945,90369,88762,22998,71887,24014,9461,108517,323247,32136,31431,112151,307041,53437,63365,26143,48469,115571,27409,137892,123627,129480,20123,879,10237,1393,3284,1328,43760,3288,33791,24953,5969
2016-07-12,6737,6980,140882,8362,5074,1367797,45043,31664,90134,353437,87750,38403,88671,93398,105563,22988,79980,26613,8759,81870,327307,30172,33045,110696,218937,50427,41515,18274,48021,68483,29487,61570,86647,133404,16340,943,8711,1277,3477,1393,47651,3321,34915,31345,5069
2016-07-13,6513,7022,142088,9729,4953,1351216,45655,21677,88579,85017,78232,46440,84629,93564,96835,21200,97992,38881,8901,74900,288657,33614,42031,112413,218008,48263,29649,15931,45114,80228,26552,43197,73150,111411,15845,975,8753,1405,3235,1359,45504,3666,34814,34551,4539
2016-07-14,6059,7365,136714,5980,4723,1346644,43782,25348,86112,108074,76529,39937,85849,93407,85985,23096,93211,31489,13408,68635,287083,26966,35177,94997,217463,51259,26600,15244,59273,57130,27970,41771,63338,114275,19487,865,10048,1222,3250,1408,46360,4152,36146,29536,5404
2016-07-15,5615,6652,124129,6604,4601,1298673,39655,16915,69898,144884,80426,36164,98157,92652,125627,51899,94019,27712,9063,67398,299710,28960,29954,89902,189532,40768,20408,13765,63204,47347,22978,34179,56405,93446,15706,811,9115,1234,2971,1231,46622,4052,39810,26818,5271
2016-07-16,5444,9316,105184,6543,6361,1231909,36588,15186,58919,100652,71213,37859,150106,103358,77580,37085,78777,23509,7449,62213,374359,30249,21944,86134,207352,39693,19883,14044,60374,48258,26475,52566,75035,111640,17627,664,8306,1023,2002,562,41693,4046,34031,24738,5653
2016-07-17,6001,7379,98747,5711,5537,1272034,41387,16359,69787,93726,98432,44485,114227,109821,79464,54044,84853,26519,9234,65335,381916,262470,20768,97327,235546,44356,22451,14121,58764,51152,25888,53266,85888,135925,20732,684,11783,982,2170,606,40744,4860,34676,28574,39358
2016-07-18,6959,7203,140442,6055,6154,1348783,43238,15974,86690,93688,77398,39363,107421,102071,76192,37452,98397,25144,7694,86444,359531,168744,22686,89687,193626,46098,39344,16063,52969,74047,25427,77820,109114,141444,20245,1008,16628,1697,3925,1345,42556,4459,38199,25129,6022
2016-07-19,6605,7043,134615,6039,5765,1324706,39978,15580,89237,86222,81352,40426,97151,95055,72568,40840,96983,23951,7580,65913,327824,112199,24439,89218,176179,47254,75117,16926,58900,58783,21463,40093,107874,106309,15543,842,7137,1031,3119,1326,43338,4511,37787,22690,4537
2016-07-20,6121,6793,131864,5769,5662,1311907,38973,17263,100725,84513,82499,36869,87611,94435,72541,36846,91430,64345,7215,63393,306864,70417,22456,92879,175639,48630,51549,15367,54036,54035,22858,35120,62647,106337,14265,902,8704,1110,3102,1317,40664,4632,51164,22761,4622
2016-07-21,6202,6522,133017,5742,5706,1381969,38871,14953,89510,91954,82160,36291,93668,93719,72922,32150,89680,45275,8294,65462,298358,52616,22046,80880,203747,46561,41013,15452,53049,54650,20345,36988,56878,106322,14448,807,10206,1151,2840,1357,38165,4329,55946,24570,4798
2016-07-22,6157,6680,124131,5585,5856,1298432,244835,14027,76533,78018,79003,35261,91111,96404,70938,35839,85738,28068,7191,67741,296909,86467,29724,75258,191833,45679,37098,14565,55110,52237,34816,32354,59997,111313,13328,981,13645,1284,3378,1875,42505,4779,48812,25368,4360
2016-07-23,5970,6109,95253,5334,4828,1221858,33554,13399,67242,72453,71761,37520,80036,95699,68970,50293,114263,23442,7902,85075,338302,92726,45372,72253,221094,41005,28467,13376,61181,58026,24348,43096,95363,101593,21664,719,7945,964,2162,626,39119,4192,41787,26376,4360
2016-07-24,5774,6244,97053,5229,4869,1258802,38326,14155,75949,81896,81945,38335,93406,95988,71991,50258,94215,26023,8523,82990,358258,98763,71043,78482,272874,49822,26462,14096,62261,60487,25995,59574,116555,107337,20074,576,28165,1209,2681,569,38977,4691,42411,29586,4270
2016-07-25,6958,6623,135233,6369,5438,1351677,44916,18309,97996,100532,77096,36345,92703,107422,71402,33613,84890,22956,8032,79018,355330,50258,64749,79515,214885,53807,25345,15708,55858,57291,18327,44544,154074,84658,16180,888,15105,1142,3226,1285,42261,3701,46855,27764,3714
2016-07-26,6594,6558,135811,5543,5414,1328729,41052,15733,122439,90606,74395,35169,87820,124784,70471,33303,83547,23795,8781,63544,335090,74317,70151,84381,192644,53023,21911,14495,69106,54159,19692,42526,88908,94971,14722,1116,16858,1663,3532,1414,42948,3655,51104,26309,3303
2016-07-27,6248,10230,132043,10193,4894,1317299,40835,17999,86799,98994,75983,34469,90438,125374,72093,34930,81040,50547,9231,64536,353475,39785,68785,100631,181728,57586,21592,13408,66196,66227,25457,42052,67272,100044,14843,896,9635,1146,3174,1316,45665,3679,45485,28337,3950
2016-07-28,6893,6761,129603,8992,5030,1303035,41147,15159,80556,138509,80826,36069,93509,121069,70557,30510,79567,33807,9249,66268,313413,48419,54820,86169,165492,52212,23484,14217,60998,55010,23855,34558,59305,98293,16721,934,8267,1214,3102,1337,51245,4087,43825,26662,3659
2016-07-29,7235,6250,124785,10744,4870,1267475,37003,14144,74047,93016,75625,36029,94211,91793,71152,31946,70322,23275,9153,57093,308345,34148,48193,91234,170669,134114,25627,13665,56234,52884,23438,33587,63827,101433,16719,861,10910,1230,2969,1273,51378,4839,40751,26261,3500
2016-07-30,6335,5833,88744,7152,4648,1207456,36707,12856,59567,93848,72870,51712,91515,90934,66082,25701,70911,20813,7636,53461,307748,52561,48318,104602,171836,191248,22927,12155,52496,54669,21418,40884,76449,100196,22768,689,13349,972,2099,623,45672,4849,37358,33060,3561
2016-07-31,6514,5719,99201,8250,4734,1235891,38871,14145,69819,85204,83284,39813,90644,102829,70730,33196,73674,23826,9720,68572,323019,86011,35171,104300,194578,181877,28856,13372,55948,78954,21949,37101,79120,100623,24957,733,13217,1043,2327,602,42084,6243,36677,38210,3250
2016-08-01,7061,5975,134251,9515,4949,1350007,40521,14990,83309,91650,80983,35389,88821,103483,79303,33079,68743,22212,10180,95842,335608,58535,41698,98716,174425,95135,30354,14147,55845,64073,19048,36869,67333,108423,26331,962,7528,1316,3384,1335,44241,5768,36675,29739,3203
2016-08-02,14310,6339,139431,8915,5246,1343393,38245,14218,94721,89837,82709,35973,90818,99481,71295,33837,86295,24732,10041,67364,273630,32879,40042,93962,177015,62459,26556,15420,56375,62934,244454,35495,73212,119933,17132,1180,14753,1835,4318,3564,41045,5293,39141,27525,3147
2016-08-03,8749,8640,136823,8286,5196,1346546,37596,14989,89541,93954,82798,36323,93228,101639,74576,29983,94224,28877,9649,61884,264673,34529,38938,102935,199627,60794,22709,13860,54663,61451,301864,61292,65321,143155,98960,1139,12013,2132,4521,1607,40941,4800,36817,26685,3096
2016-08-04,9454,7766,132314,5331,5146,1335666,37155,19386,89054,89237,79448,41891,121328,94549,79532,28416,86812,46108,10088,58887,266219,35157,35099,116608,201403,72954,22872,15339,49540,67783,179116,42056,67592,110588,26495,862,8871,1032,2961,1307,44178,4929,34160,29963,3226
2016-08-05,10171,7626,124754,5756,5027,1333891,34704,16214,81681,100683,82389,48855,175847,98883,76307,35447,91889,30834,8899,74930,264728,33827,48604,161203,183023,67665,24093,14626,45777,69518,73992,40764,61128,100779,20269,1121,8570,1128,3238,1180,45549,5003,34927,28699,3029
2016-08-06,6929,7018,92285,5732,4556,1340815,31885,18016,76234,102960,76122,48407,127518,101766,75844,30268,64953,27663,8320,61807,288047,36561,47946,218344,179465,51385,24344,13346,46633,101815,36480,43980,72288,121675,23629,504,8901,721,1918,527,38923,5538,35770,30066,2598
2016-08-07,6976,5520,96680,5968,4712,1397122,38029,27706,78023,98668,83552,49504,132218,94503,72408,46620,73517,26843,10273,61873,294108,48840,59781,110171,187252,71356,21365,16406,56962,83052,52962,39404,110869,121952,202821,701,11041,992,2560,545,36445,7913,39290,32251,2591
2016-08-08,7138,6006,130669,6226,5217,1457481,38805,22058,95109,110557,83774,45663,156586,95299,76084,28410,69610,31517,9786,71658,296651,26291,69527,105123,171499,55244,21353,16893,57014,81855,28956,49000,132372,138464,96003,1370,9441,1611,3432,1435,35780,6674,40123,28380,3011
2016-08-09,6586,6163,134977,5818,5442,1491032,38781,16903,102897,120932,89800,45891,166279,94268,73291,30026,69512,34639,9603,61954,301979,21739,46115,101386,158744,64380,26633,23001,53103,88310,35867,76056,153784,157056,23486,872,9145,1117,3029,1416,37847,8856,39161,24562,2612
2016-08-10,7044,6095,136087,5608,5090,1482932,37926,16706,109198,113229,86295,41333,131853,96655,70397,28135,69477,36218,9642,60529,317580,20097,68955,125698,154418,49432,22598,16895,46857,76068,52576,52155,67405,114086,19829,1276,10278,1508,3503,1727,39198,6551,44021,27343,7346
2016-08-11,6485,5994,132907,5996,5271,1439941,37430,16803,101808,104584,83503,42986,123804,92420,68668,29886,76969,38838,9716,58672,282894,37790,38723,119081,148997,61923,20650,17103,45010,72707,31217,77765,64999,122981,21561,943,9758,1269,2977,1364,36409,6112,44957,25433,4500
2016-08-12,6269,5945,126928,8448,5580,1370212,32509,14028,93878,94881,76752,41558,158305,91782,72869,49599,88694,40502,9118,58904,270764,20839,46320,109530,145424,54452,21308,14157,44581,76612,33668,44802,108343,157939,33045,775,12663,1055,2628,1251,36581,5861,43245,26722,3683
2016-08-13,5946,5118,105596,7743,5586,1300636,28422,14346,72496,101435,91834,42770,128684,94170,104248,62450,64500,35181,8686,57913,299015,36456,26573,107576,151517,50057,19899,16555,68016,71453,23824,50257,107415,121660,81335,592,8799,833,2085,551,35703,5333,37516,32869,5040
2016-08-14,6421,5499,109199,8013,5363,1308625,31626,15407,75073,117862,95562,45464,145979,100774,81366,53741,73534,41964,13255,59398,338532,30819,23991,105373,160739,51264,26465,14158,74971,83744,25325,47141,87034,160748,43281,574,13515,1134,2656,605,36671,5266,33886,33517,3656
2016-08-15,6435,5745,126931,6933,5374,1413382,38472,15598,96798,291096,94408,45122,139775,98380,76580,32672,80977,36273,10109,75144,328725,29791,34430,92644,164387,55894,24945,24523,59267,81866,91681,50667,71058,146865,37570,892,9490,1017,2817,1462,46634,4627,36550,26489,3276
2016-08-16,6370,5852,137021,5718,5510,1459838,41026,14676,108105,151895,119355,42348,118397,97688,77630,24312,73561,35929,9763,63627,442036,38660,27294,87865,144195,78833,21778,19785,79566,76851,35991,50729,67800,156690,23537,905,17315,1177,3227,1362,40638,4165,35819,25338,2696
2016-08-17,6548,5509,136925,5594,5706,1476528,40836,17759,107839,136363,93126,46571,114865,94879,76710,23911,78960,37732,9122,63015,985990,19751,32558,100483,142939,63809,46586,21022,48956,80137,39171,45424,62893,155418,20628,872,12098,969,3272,1369,39460,5138,35215,26089,2339
2016-08-18,6589,6459,135299,6453,5726,1472106,42104,15382,106852,139608,85829,53782,105418,93943,97402,25330,77901,40693,9917,59092,382603,21468,77753,89164,138346,54674,89843,36151,60098,78241,25331,41338,57693,143383,18203,776,11605,1045,3533,1306,37361,5279,35915,25592,2479
2016-08-19,6742,9716,137698,10081,31778,1384842,35435,16520,87727,120846,85651,42616,99788,125912,119339,35321,72630,32642,8791,56578,279663,40135,31765,90622,159016,53604,111384,38183,44988,80865,23230,43631,51974,187451,17469,871,9854,1177,3974,1195,36744,5642,37240,27433,2434
2016-08-20,6883,6972,107246,7353,15804,1315618,34418,12785,68510,109939,89806,40653,112911,109450,90551,26185,66874,49190,9597,52722,273727,77044,21841,83337,146623,53908,45558,26698,77484,79601,21263,42328,64321,158821,17505,761,7948,1125,2656,698,36477,5689,34555,33201,2595
2016-08-21,7481,6612,111176,8234,9209,1356902,39598,16546,84782,115128,105486,51799,132524,105295,83704,38024,77603,54960,51018,64692,320038,69162,33843,97418,156975,79339,34181,40117,52699,89875,20912,46511,80835,142906,18390,558,8487,839,1850,581,37801,6335,31043,33065,2503
2016-08-22,7986,7446,149899,8350,7146,1518019,47452,17446,111414,126864,88120,44191,119363,110448,89904,29962,75638,35889,26771,86928,298760,54672,22551,90427,149070,85395,26381,54206,47895,70636,24036,54610,76525,137247,30237,1334,13771,1568,3732,1873,41958,6592,34031,27289,2547
2016-08-23,6935,6558,148430,6866,6359,1527959,45079,17714,132437,126682,80872,40428,99904,105963,83727,43991,118308,24061,10972,67299,269485,46744,24206,81569,159882,54732,24417,32866,49554,57172,22009,46507,71788,145637,18915,918,10503,1198,3629,1429,41869,6339,34097,26552,2356
2016-08-24,6685,6163,149197,7070,6055,1537021,46421,18119,140207,124268,80437,38316,97882,107785,78903,30153,104952,23560,8872,63561,244291,46396,22678,91801,164321,52238,20766,24537,49011,55429,22979,42279,58666,122115,19104,906,21029,1206,3667,1296,40726,5785,32835,28284,2131
2016-08-25,7035,6391,155061,6226,6214,1495170,45400,17850,138410,154970,78850,37447,98259,105817,83138,25377,115559,22052,9892,71270,241901,46348,16914,85075,160666,52165,21597,21133,50511,51117,20135,43162,79702,267211,19678,858,9973,1174,3404,1271,39911,5567,37968,28534,2333
2016-08-26,6675,6295,137832,7053,6234,1411025,39672,16421,113072,106874,78730,37994,126340,105364,72945,32739,83550,26360,8478,58908,257995,48082,17470,86875,150502,50755,20623,17575,51386,70295,23742,66163,71565,200996,18024,770,10770,1537,3514,2011,40297,5899,40102,29331,2143
2016-08-27,6413,6207,118475,5453,5599,1303080,35900,15450,83148,88273,73684,38003,119246,96572,66716,25692,66633,19319,8199,48741,261250,58669,15075,89650,156736,46004,18369,16764,60357,52197,22395,53676,76433,134683,23087,693,11897,1385,2676,566,42585,6687,33632,38951,2134
2016-08-28,6773,5966,119650,7024,5696,1389129,41707,16994,101776,104246,77551,36803,111993,99212,73267,29087,66245,20825,10121,58738,311938,85848,17042,93806,176037,57947,24156,19736,53864,80536,32951,50694,85582,232238,22744,687,9360,1431,2475,621,41264,9885,31972,44487,2019
2016-08-29,7275,7215,152849,7510,6135,1593183,49067,17779,137494,126269,79970,38084,115510,102820,75954,30939,76169,21302,9937,80912,305693,53325,17610,86948,162080,66269,19842,27818,49514,53778,22333,53836,72528,155914,22140,985,14573,1540,3813,1342,50727,7395,32782,32206,2157
2016-08-30,7380,6703,150507,7366,6318,1637701,51282,19894,149278,146173,80761,37898,118808,105147,80454,65307,64795,22532,10533,72709,254037,39653,16929,90836,142916,57159,30307,26247,48013,58689,39766,50816,74448,128676,22681,921,11426,1502,4290,1380,56576,6792,31878,31916,2327
2016-08-31,6513,6288,147715,7052,5971,1558713,50265,18784,167631,140321,74295,38868,98719,105619,80136,47763,62541,22825,8722,67109,253105,43612,16538,118676,137390,56359,26447,23610,54875,50314,62450,44089,59383,106252,20107,1001,10650,1692,4779,1298,50056,6601,30461,29676,2023
2016-09-01,6686,7016,141161,8427,6050,1531662,48855,20968,141245,161754,73729,35001,90446,95919,74874,34449,133887,24575,9316,64293,263713,35403,17423,93128,132945,45219,23972,18385,43774,46564,28617,69837,55444,114371,24084,1418,12515,2614,4440,1500,44301,5721,28951,26123,2172
2016-09-02,6766,6888,130710,8280,5901,1416908,40951,17818,111912,165730,90172,39600,122510,108844,79512,28491,58197,24501,9185,68908,280404,34391,15045,160642,134970,42987,22794,16123,46171,65329,22394,56406,55446,117299,21787,765,12204,1833,2844,1166,44302,6009,32272,31765,1943
2016-09-03,6471,7604,101813,8333,9966,1292046,35198,21242,81533,109471,116357,41424,134541,100139,76812,52150,62287,23063,61634,54635,267473,47081,13727,150912,159458,45646,20615,16809,48375,61053,25030,53122,83186,181055,24737,655,11271,1678,2153,560,51467,5937,31555,48295,2011
2016-09-04,6620,6804,107854,8260,11043,1393682,44673,18971,212285,136274,103127,47612,154417,110013,89256,37398,75419,45485,13128,67742,319773,59639,17592,147279,165238,49456,26741,23719,69450,63033,23392,58981,94631,166070,34743,614,10531,1520,2072,567,49838,5814,30001,51161,2171
2016-09-05,7055,7421,144453,7783,10988,1528986,56260,18700,138871,150160,83310,48130,126033,106871,78715,32215,79616,35940,9677,108990,321883,49700,17158,142801,157869,45016,27481,35467,61299,93303,54611,48329,69204,154856,30729,747,10539,1872,2737,997,45792,4299,27808,39141,2120
2016-09-06,6571,7363,152122,8833,11239,1547683,54337,19122,148307,161789,87019,47493,118798,106549,76135,47800,66104,25263,9241,81699,286246,44639,18317,139740,148450,44703,24849,25630,57175,66135,65798,70311,63269,143521,29081,959,11860,2037,3849,1437,43773,4116,28810,37051,1993
2016-09-07,6881,11006,150600,8406,12273,1848286,54509,19472,145425,275306,81088,47195,118987,108922,78352,42673,65269,26970,8473,59814,278718,43435,21564,120968,151426,46330,23859,25881,51130,61055,56503,57075,58249,105483,33370,952,10448,1963,3278,1343,42349,4290,27117,33671,2092
2016-09-08,6957,8151,156320,9420,11038,1581811,52917,17984,138295,142221,91341,46384,114732,103654,78927,33163,87643,23047,8745,59999,277494,35767,25538,114544,154823,43825,20399,20883,54827,55032,35607,44246,60105,99299,66320,885,12964,1803,3268,1405,38735,4937,25839,31597,2759
2016-09-09,11956,7708,142517,7413,9879,1545323,45246,16697,112798,113757,83471,46368,138951,139121,85792,43566,62462,31177,8053,72462,359808,35082,19330,100859,149850,44960,26818,22449,54967,55204,28682,53472,57739,115175,28497,793,9735,1500,2937,1293,39664,4687,31729,34678,2429
2016-09-10,6123,6657,104978,7851,9116,1325900,36087,15437,78011,86568,94587,41317,114576,130452,79070,35275,60055,23932,7590,57859,311301,51933,1260572,101830,158176,49766,21807,21551,52347,58481,26705,70826,160989,117081,35845,582,7064,1371,2103,561,40386,5163,36900,45728,2429
2016-09-11,6630,6845,119469,7447,8793,1419212,46897,16928,97226,114390,98782,71697,185908,123023,112172,56289,69102,24858,9867,76343,406627,46577,17615,109022,198534,55413,29467,26694,57686,85837,53710,63286,131424,124050,31678,738,9438,1693,2380,733,40095,18807,30862,52437,2525
2016-09-12,6428,7285,163298,9622,8658,1549522,55868,18133,131424,128983,88446,61382,137173,121812,87996,50276,65132,22955,9814,96455,334063,34241,19698,121142,172101,50463,23842,24160,61116,75314,37889,55995,97426,114764,28476,1050,16323,2194,4145,1412,42437,4112,30632,46377,2611
2016-09-13,6591,7070,173601,7787,9108,1550504,58213,17866,149441,135061,85571,96179,122151,119709,83819,46415,76706,23303,9985,66774,341454,26046,17542,97944,153041,51935,27879,26568,61141,58184,33758,54395,74478,122297,26283,949,9955,1890,3532,1478,47280,3700,29549,41240,2358
2016-09-14,6206,6988,169949,7230,9188,1559366,53207,16586,132372,128177,153546,74093,113060,116652,79514,29078,69778,55723,9812,77023,276318,25040,17306,89092,178734,47417,25666,27601,61431,60867,30989,57031,65321,115928,24297,896,10766,2109,3713,1454,53037,4330,31695,44855,2508
2016-09-15,6455,7169,148379,7363,9375,1455593,47067,17933,107419,112968,83958,81175,110329,118627,75543,25021,64529,33156,14635,64298,270896,25531,26418,84089,204355,47793,26928,26491,68099,53007,30321,44825,71963,100061,23242,1337,12916,2478,4294,1843,49688,4584,33448,41942,2051
2016-09-16,6001,6899,150778,7057,9329,1346066,38977,15561,79647,90470,84128,195385,101810,112942,73280,26133,63626,34370,14551,58873,267055,25025,20903,84687,171576,44196,22608,21716,66422,51209,28573,44875,62919,95464,20563,742,8701,1694,2869,1295,51854,4844,42600,43371,2363
2016-09-17,6145,7067,118844,7327,9435,1306514,39842,18630,74486,92248,96161,53673,96827,114871,78766,28211,76194,26539,13728,57978,269068,37603,16825,86490,164751,51451,34160,24643,61523,58660,35189,57445,72584,111450,20214,576,8741,1439,2302,612,55293,5309,43529,54343,2600
2016-09-18,6434,6791,114877,7806,9337,1369169,47856,15378,94408,111710,95732,75120,111486,118265,85133,28603,77185,31336,26199,62746,395626,53559,16855,102448,175817,62897,25990,27871,65160,85202,33677,64418,114310,134726,31010,612,8470,1461,2428,615,55683,5466,36992,47238,2707
2016-09-19,6807,7815,155861,8809,9344,1513061,57806,17202,127740,140306,93303,77509,111167,119472,87731,27304,64509,26467,14956,74026,393587,28713,20486,91741,168403,54132,21674,24240,52430,95422,36840,86490,109056,158172,33782,803,8258,1566,2811,1372,49791,3886,33829,33675,2464
2016-09-20,7146,6978,153207,8191,9848,1390800,57863,16909,139007,129311,103016,55229,112241,128289,84495,46641,64344,23027,12302,67879,324648,21690,19542,89229,147103,93400,21720,21639,61682,59319,28767,57712,71796,109960,23298,919,9434,1749,3249,1426,60196,3411,38913,32651,2575
2016-09-21,6711,7614,155114,8021,10121,1431284,60694,17701,137825,123988,130894,50695,110262,156046,82690,31617,57344,22184,10205,65642,288658,19810,17771,81456,142736,85838,22656,21606,71675,61020,31676,50304,64465,97913,23429,888,8683,1564,3290,1419,51255,3479,35970,30119,2137
2016-09-22,7024,6619,150648,7770,10107,1423377,57050,17289,137247,119947,87120,48437,114457,127004,138565,30248,58673,21216,9518,63749,259549,19336,19559,77978,138585,67611,20237,19452,63379,54479,59941,71747,84958,113534,34654,901,8427,1737,3093,1407,40256,3548,36325,26137,2046
2016-09-23,6416,6861,143039,8686,9776,1298074,53203,15105,105683,101244,79414,43149,100426,120518,117657,25791,54201,27480,12745,72640,258407,22901,18462,168621,140388,66142,19598,20650,54530,51401,91246,48681,68436,113181,23226,833,9520,1919,3131,1448,42641,3714,44118,25969,1969
2016-09-24,10496,6977,107600,9125,10204,1178329,37939,14948,79813,80258,80432,43053,94438,118255,94651,34591,75496,20590,9388,56402,265326,27521,17993,83840,149192,61309,31479,21797,54152,51251,78286,53995,78696,115663,31531,605,7308,1521,2352,1106,44444,4679,43534,33681,2509
2016-09-25,6076,6547,115377,8588,10252,1250128,46161,19086,97960,99363,87518,48044,115292,131720,106885,46890,72361,20903,9500,89645,441803,40693,23469,85965,165248,67089,43658,24138,60785,63857,73062,48001,122128,127459,25856,533,6589,1263,1901,638,44537,4259,34758,34119,2315
2016-09-26,6782,7275,158243,8314,10050,1431714,70070,17191,132097,122267,113608,49204,115072,136796,90223,33821,73529,20605,9781,77947,353846,25984,29800,85034,149541,78538,28549,23417,62676,54660,51309,37754,64054,103725,27986,719,9016,1759,2758,1328,39446,3363,34439,27000,2273
2016-09-27,11056,8723,146381,7735,10316,1439743,64009,17253,141644,124935,96560,49622,120521,1104905,84805,38608,65444,21457,9280,67736,291467,18369,48164,75791,139349,61189,28026,22565,60272,52401,35900,37028,58794,113589,24407,872,9060,1627,3278,1449,51414,4462,41647,33352,2601
2016-09-28,7136,6970,147063,8072,10228,1438555,72493,18293,140657,176837,89473,53193,112319,130149,82560,27937,64261,24859,8474,64506,311408,19134,31202,84593,154801,63019,25383,23033,60405,57151,36973,103226,51293,137834,24967,946,15838,2032,4540,1383,47961,3793,47310,32094,2399
2016-09-29,7785,11564,153281,10094,10235,1402563,484540,16155,126608,126744,95920,56252,114965,123859,84353,25825,62053,20065,12588,59799,269037,18407,33222,81537,145712,52069,27531,23228,59678,49557,28818,63726,52597,102759,23776,881,10781,1649,3358,1451,37537,3460,39514,25482,2131
2016-09-30,7370,25378,141096,11432,9632,1289475,94464,16621,99404,100386,85940,51016,106292,111441,89274,28413,55574,25554,8625,63821,289663,20186,57542,72863,151611,52289,22516,19183,53635,44596,30164,38921,47749,98470,23146,768,8707,1413,2869,1267,38254,3581,55192,26649,2027
2016-10-01,7993,14210,109260,9414,6074,1201501,50153,13896,76807,104174,98231,68867,108101,118987,90397,52647,53834,33143,8943,54876,294218,30207,75752,74157,170413,63910,25476,32217,59922,54551,32605,41199,57608,106609,28092,579,7561,1087,1952,841,43694,3662,51531,36172,2304
2016-10-02,6054,5559,114885,7765,5809,1310021,50472,15178,100501,114147,91625,83677,124715,122425,95717,70124,60117,26066,10180,69282,333662,31756,77919,85871,184491,81961,33885,28766,71563,59711,33222,45207,54545,109396,28216,531,7789,1076,2075,1488,44029,3584,40698,34954,2446
2016-10-03,6425,5640,146694,6839,5757,1479991,59490,16710,139645,131490,84967,65958,120801,125893,93258,114561,68857,26307,10674,80258,332027,20266,73161,87451,171605,67687,28119,24354,57221,49986,27042,45257,47875,95109,30897,965,19883,1872,3859,1448,41482,2808,38587,26194,2268
2016-10-04,6436,5724,152055,6749,5959,1473774,59203,18905,160632,132543,83593,52857,123431,119397,91262,99974,57480,22096,9631,68780,302823,16898,67925,96021,151368,57899,22680,21655,55934,49375,26617,39821,48414,90883,26356,1006,11357,1561,3119,1493,41434,2741,42067,25106,3005
2016-10-05,7274,5288,151640,6929,5529,1463598,63956,18385,165348,131406,96589,50070,122677,121344,99869,55431,56895,24577,8747,63595,280876,21202,56429,76523,144872,53911,23293,22781,59604,59830,27829,41211,47694,111351,29968,1115,12018,1587,3864,1501,41586,3045,41022,24404,2579
2016-10-06,6307,5691,149178,6876,5473,1441572,61092,19332,156963,148103,90282,49015,124423,126633,99182,35117,56367,20788,8399,64582,265504,15942,51910,76267,140998,48725,30247,22212,59827,67719,79391,46447,48967,92865,27586,816,8877,1393,2925,1704,45389,3088,39542,21991,2850
2016-10-07,6200,5536,138077,6019,5437,1333775,50651,15544,128462,189847,88482,50769,110566,127614,100114,38023,52705,29883,10439,62581,271211,21865,41832,77403,163272,50366,29866,20641,58560,56982,39798,43834,44060,104097,30652,730,11246,1269,2647,1723,40891,2989,73073,23718,2402
2016-10-08,5607,5273,111066,6010,4509,1202281,42701,14885,99735,96557,89920,50966,110138,129476,110266,30527,53341,26359,10812,61445,296907,36745,43472,89068,182119,54183,34911,32441,72386,60830,61808,41992,54638,131315,29534,553,10441,1086,2044,845,44549,3625,52998,31477,20529
2016-10-09,5751,5617,115689,6349,4760,1285293,58155,16471,128062,111093,99095,55747,127460,182908,125866,108553,63210,22851,22644,72882,351890,33701,50758,98076,185639,67523,32155,31843,99303,103161,41750,40976,76241,115513,30777,556,16046,1495,2753,639,52069,4411,39663,36555,19195
2016-10-10,6668,5805,147794,6443,4662,1389304,56085,17389,213990,139141,93304,51965,120675,168663,105109,59639,58296,21811,16174,71758,336921,19948,65850,84148,162521,56176,32316,25324,69144,70726,34341,45524,59977,205536,31061,773,12878,1312,2839,1203,62789,4367,41750,34164,13791
2016-10-11,6236,6044,154331,6296,4625,1398779,56001,16466,298388,170793,92342,50479,117035,127869,98578,45284,64373,22284,11445,71053,291809,17436,54668,82166,162504,51961,26887,23650,57558,56480,41098,51441,48254,112562,31929,799,15872,1287,3054,1988,52547,3249,38353,28231,6622
2016-10-12,6542,5861,151515,6727,5003,1517950,60394,17561,401852,242054,90870,50544,115394,121007,98107,31883,60095,23960,9558,63608,293470,19057,50268,77502,173914,66945,39081,32643,82719,76274,38340,41038,47400,98102,29902,843,15280,1543,3436,1871,44451,3201,35879,33581,3890
2016-10-13,6395,6021,150825,7579,4629,1383116,54293,18653,216786,132989,92915,121414,112716,116924,94788,28400,55948,23489,8972,71080,283486,21773,46019,74488,165877,68564,33208,28848,73031,91937,265881,30798,45168,88552,41605,865,21151,1585,3713,1695,39427,2909,34913,125096,3353
2016-10-14,6545,5877,138190,7433,4692,1360638,45664,15212,128237,169193,95167,49056,108142,137225,94412,50339,56101,22991,9972,87283,303903,21146,39923,74511,156758,54309,22684,20973,55751,60923,130716,32071,43722,100734,30222,773,9980,1149,2696,1613,39305,2864,34081,138206,2925
2016-10-15,6343,5762,108964,6814,4477,1193180,39831,14581,88860,80407,94807,54294,117412,129313,109239,64251,54891,40454,9569,74190,327088,22802,40429,76508,167472,55500,24411,23563,61638,54761,68495,38131,66837,105837,32555,604,13555,968,2104,741,46785,3261,32663,82311,3213
